trades,win_rate,profit_factor,avg_r,expectancy_usd,loss_count,loss_dollars,atr_pct_bin
618,0.2087378640776699,1.7878396463418043,0.6958442319204206,175.02762174343405,489,161797.68453948948,0-70
251,0.17131474103585656,1.2384602381530507,0.21791607745914465,-5.5497605779621475,208,73305.5229881366,70-85
83,0.1927710843373494,1.3565675548579508,0.3079749844533705,6.315141672004755,67,21576.643943631054,85-95
0,0.0,inf,0.0,0.0,0,0.0,95-100
