trades,win_rate,profit_factor,avg_r,expectancy_usd,loss_count,loss_dollars,direction
350,0.2,1.5510283583899422,0.48545566346428076,88.26158362651087,280,96326.71347888722,long
309,0.1650485436893204,1.239940181207429,0.2206412094442391,25.065916467258898,258,83191.82857561173,short
