year,trades,win_rate_pct,pnl_usd,return_pct,end_equity
2012,327,72.78287461773701,1166.0716548444193,11.660716548444192,11166.07165484442
2013,484,66.32231404958677,-113.86033148679402,-1.01969909388317,11052.211323357626
2014,484,65.70247933884298,195.95040395573824,1.7729520203944957,11248.161727313363
2015,456,68.85964912280701,1145.0560129864919,10.17993909356769,12393.217740299855
2016,449,68.15144766146993,160.27923203254863,1.2932818206796928,12553.496972332403
2017,399,67.91979949874687,589.8404900780263,4.698614986549327,13143.337462410429
2018,530,63.20754716981132,-1083.470969993843,-8.243499591276105,12059.866492416586
