year,trades,win_rate_pct,pnl_usd,return_pct,end_equity
2019,578,34.77508650519031,-2944.2652132961434,-29.442652132961435,7055.734786703857
2020,464,43.53448275862069,268.3458897962518,3.803230959048161,7324.080676500109
2021,574,40.243902439024396,-608.4303557627645,-8.307259062764851,6715.650320737344
2022,89,33.70786516853933,-298.0869357725847,-4.438690544266699,6417.563384964759
