n_runs,median_cagr_pct,min_cagr_pct,max_cagr_pct,median_drawdown_pct,p95_worst_drawdown_pct,prob_ruin_30pct,prob_ruin_50pct,variant
1000,38.717496206713875,38.71749620671379,38.71749620671399,-12.625243542320625,-18.169982784321263,0.0,0.0,current
1000,32.94691789735074,32.94691789735062,32.9469178973508,-7.585194326463817,-11.080270620931445,0.0,0.0,proposed
1000,24.972449154167187,24.972449154167098,24.972449154167254,-7.116041045379208,-10.82878022301582,0.0,0.0,proposed_filtered
