n_runs,median_cagr_pct,min_cagr_pct,max_cagr_pct,cagr_std_pct,median_drawdown_pct,p95_worst_drawdown_pct,prob_ruin_30pct,prob_ruin_50pct,model
1000,31.569098285415386,31.569098285415297,31.569098285415453,2.907851926738657e-14,-10.604298557006608,-15.343441368314114,0.0,0.0,fixed_0.25pct
1000,70.32049204972954,70.32049204972941,70.32049204972965,3.8721166795251476e-14,-20.308196723931403,-28.58681847355869,0.031,0.0,fixed_0.5pct
1000,172.5150160979743,172.51501609797407,172.51501609797452,6.258349937820929e-14,-37.13369524349538,-49.63999019633461,0.92,0.049,fixed_1pct
1000,75.98855862102694,75.98855862102683,75.9885586210271,4.0628702221151083e-14,-22.592706213677356,-31.530953994940436,0.079,0.0,vol_adjusted
1000,420.09056731620814,420.0905673162077,420.0905673162084,1.2028178998399283e-13,-58.35177938041858,-72.80345455178734,1.0,0.883,kelly_0.25
1000,1250.3229618399291,1250.322961839928,1250.3229618399298,3.1821091400856926e-13,-85.2054197940304,-94.05656129555624,1.0,1.0,kelly_0.5
1000,74.51413593477437,68.35712302024528,80.57729232479574,2.036750166074577,-20.517257236573162,-28.8045342294751,0.033,0.0,anti_martingale
1000,56.04548360786369,46.0937874400674,64.66835602044836,2.5647810869848326,-16.453852339252045,-23.280462575476296,0.003,0.0,drawdown_aware
