entry_time,exit_time,direction,entry_price,exit_price,stop_price,take_profit,size_oz,pnl,r_multiple,exit_reason,bars_held
2012-05-17 14:15:00,2012-05-17 14:45:00,short,1548.285,1550.909631396598,1550.684631396598,1544.4455897654434,8.33461340285646,-21.875288015641946,-1.0937644007820972,stop_loss,2
2012-05-17 15:00:00,2012-05-17 15:30:00,short,1556.925,1552.2620348814426,1559.9487281990982,1552.0870348814426,6.599882036328502,30.775019721993353,1.5421244277008592,take_profit,2
2012-05-18 08:15:00,2012-05-18 09:15:00,long,1569.615,1572.2168246596652,1567.8794845877094,1572.3918246596652,11.534210138181466,30.009992367281193,1.4991654013784883,take_profit,4
2012-05-18 15:30:00,2012-05-18 15:45:00,long,1588.405,1585.1963145943319,1585.4213145943318,1593.178896649069,6.729201212032853,-21.591889720854045,-1.0754100950363161,stop_loss,1
2012-05-21 10:45:00,2012-05-21 11:45:00,long,1594.615,1592.3345634078255,1592.5595634078254,1597.9036985474795,9.747143621448037,-22.227742983530476,-1.1094657946912703,stop_loss,4
2012-05-21 12:00:00,2012-05-21 12:30:00,long,1592.155,1589.8274085414218,1590.0524085414218,1595.519146333725,9.507401022287016,-22.12934541275221,-1.1070108028271242,stop_loss,2
2012-05-21 12:45:00,2012-05-21 14:30:00,long,1590.495,1593.7552264924175,1588.347983442239,1593.9302264924174,9.290064121682438,30.287713165767205,1.5184915461563038,take_profit,7
2012-05-21 15:15:00,2012-05-21 15:45:00,long,1589.2949999999998,1586.7914232994856,1587.0164232994855,1592.9407227208228,8.780260464231203,-21.98205552269575,-1.098745853035853,stop_loss,2
2012-05-22 10:15:00,2012-05-22 10:30:00,long,1587.125,1585.459121225081,1585.6841212250808,1589.4304060398706,13.854415204581787,-23.079776228228777,-1.156154704973382,stop_loss,1
2012-05-22 10:45:00,2012-05-22 11:30:00,long,1582.2849999999999,1580.275313709381,1580.5003137093809,1585.1404980649904,11.159593346702389,-22.4272817577497,-1.1260725771148672,stop_loss,3
2012-05-22 11:45:00,2012-05-22 12:00:00,long,1578.0449999999998,1575.663948741504,1575.888948741504,1581.494682013593,9.21662628053217,-21.94525960434608,-1.10435744470977,stop_loss,1
2012-05-22 12:15:00,2012-05-22 13:15:00,long,1576.7749999999999,1574.1669251903786,1574.3919251903785,1580.587919695394,8.320187050766123,-21.699670258440108,-1.0944158358317169,stop_loss,4
2012-05-22 15:45:00,2012-05-22 16:00:00,long,1577.0349999999999,1580.828987447544,1574.5543828452849,1581.003987447544,7.97552689414288,30.259048923929015,1.5294530396731356,take_profit,1
2012-05-23 08:30:00,2012-05-23 09:15:00,long,1558.105,1555.7852554070753,1556.0102554070752,1561.4565913486797,9.473587852369565,-21.976304196131753,-1.1074116628632749,stop_loss,3
2012-05-23 09:30:00,2012-05-23 09:45:00,long,1555.685,1559.0554227537912,1553.4691107788803,1559.2304227537911,8.93582320462423,30.11750185272106,1.52102493286568,take_profit,1
2012-05-23 11:15:00,2012-05-23 11:30:00,long,1554.945,1552.0109671198147,1552.2359671198146,1559.2794526082962,7.331409474551705,-21.510596456436105,-1.083055470328776,stop_loss,1
2012-05-23 15:30:00,2012-05-23 16:00:00,long,1559.465,1563.8505570630325,1556.6146518356047,1564.0255570630325,6.952837684639428,30.492066415989626,1.538603991545412,take_profit,2
2012-05-24 10:00:00,2012-05-24 10:15:00,short,1561.035,1557.691542839743,1563.2340357251608,1557.5165428397431,9.039867809846148,30.224410756606897,1.52041966485683,take_profit,1
2012-05-24 12:30:00,2012-05-24 13:00:00,short,1558.415,1561.2588516185208,1561.0338516185209,1554.2248374103665,7.613810933418362,-21.6525485461134,-1.0859155205314706,stop_loss,2
2012-05-24 13:15:00,2012-05-24 13:30:00,short,1561.285,1564.0774624657035,1563.8524624657036,1557.1770600548746,7.749338599795513,-21.639737173956018,-1.0876351662411752,stop_loss,1
2012-05-24 15:45:00,2012-05-24 16:00:00,short,1571.845,1575.6406051461015,1575.4156051461016,1566.1320317662376,5.560081751500977,-21.103874908742036,-1.0630145285724373,stop_loss,1
2012-05-25 10:00:00,2012-05-25 10:15:00,short,1560.9750000000001,1563.1474481178982,1562.9224481178983,1557.859083011363,10.172619533617503,-22.099488159900353,-1.115535812190339,stop_loss,1
2012-05-25 10:30:00,2012-05-25 11:00:00,short,1563.185,1565.5855547547183,1565.3605547547184,1559.7041123924507,9.08570549449399,-21.81073352477786,-1.1034218971101153,stop_loss,2
2012-05-25 11:15:00,2012-05-25 11:45:00,short,1565.885,1562.229723734043,1568.278922666223,1562.0547237340431,8.238707373361102,30.114751524010945,1.5268982233765898,take_profit,2
2012-05-28 11:00:00,2012-05-28 11:15:00,long,1579.0349999999999,1576.7241390186794,1576.9491390186793,1582.3723775701128,9.484360655709194,-21.91703897204971,-1.1078691255145192,stop_loss,1
2012-05-28 15:30:00,2012-05-28 16:15:00,long,1577.5349999999999,1575.2753426189367,1575.5003426189367,1580.7904518097007,9.701497623279106,-21.92206071180882,-1.1105837287859919,stop_loss,3
2012-05-29 11:45:00,2012-05-29 13:30:00,long,1574.475,1572.345578355853,1572.5705783558528,1577.5220746306352,10.341921751245973,-22.022312019177686,-1.1181461052448174,stop_loss,7
2012-05-30 14:30:00,2012-05-30 14:45:00,short,1553.195,1556.060791077638,1555.835791077638,1548.9697342757788,7.44145766301422,-21.32566297528745,-1.0852017419723878,stop_loss,1
2012-05-31 11:45:00,2012-05-31 12:00:00,short,1565.575,1567.8253161779285,1567.6003161779286,1562.3344941153146,9.68178889244593,-21.78708617595881,-1.11109376523622,stop_loss,1
2012-05-31 12:15:00,2012-05-31 12:30:00,short,1567.785,1570.060043030969,1569.835043030969,1564.50493115045,9.543755524760934,-21.71245449587778,-1.1097537937501558,stop_loss,1
2012-05-31 12:45:00,2012-05-31 13:00:00,short,1569.945,1566.625981451153,1572.1287615930294,1566.450981451153,8.939476111370823,29.670287030614393,1.5198630470658103,take_profit,1
2012-06-01 07:45:00,2012-06-01 08:15:00,short,1556.845,1558.9639240811732,1558.7389240811733,1553.8147214701228,10.338864879814249,-21.90726976583418,-1.1188009605224103,stop_loss,2
2012-06-01 15:45:00,2012-06-01 16:15:00,short,1582.395,1587.3873772996903,1587.1623772996904,1574.767196320495,4.098104555226583,-20.459284153270858,-1.0471957610769593,stop_loss,2
2012-06-04 10:00:00,2012-06-04 10:15:00,long,1622.215,1619.4258265959006,1619.6508265959005,1626.317677446559,7.60334384128219,-21.207044424326504,-1.0877475757451494,stop_loss,1
2012-06-04 11:00:00,2012-06-04 13:00:00,long,1617.325,1621.9775692042685,1614.3077692473323,1622.1525692042685,6.447593692988055,29.99787585763205,1.5419997957248928,take_profit,8
2012-06-04 15:15:00,2012-06-04 15:30:00,long,1619.565,1616.234457417293,1616.459457417293,1624.5338681323317,6.283563404207097,-20.927675488851342,-1.0724511076591887,stop_loss,1
2012-06-04 15:45:00,2012-06-04 17:30:00,long,1617.145,1613.6356801200127,1613.8606801200126,1622.3999118079798,5.9287825435573716,-20.805994444227483,-1.0685073343101932,stop_loss,7
2012-06-05 10:30:00,2012-06-05 11:45:00,long,1613.435,1616.0715308146844,1611.6777932408222,1616.2465308146843,11.05755272198669,29.153578486515492,1.5004101258511868,take_profit,5
